Specimen_no,Field_no,Institution,Locality,Loc_known,Class,Subclass,Order,Suborder,Superfamily,Family,Subfamily,Genus,Species,Type_status,Original_ID,OTU,OTU2,Preservation,Taph_cat,Collected_by,Date_collected,Description,In_ex_situ,References
TMP1985.063.0076,85.63.47,TMP,BB054,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,Ornithurae,Palintropus,Palintropus species B,,,Palintropus,Small theropods,IE,TERR,,1985,Scapula,ex situ,
TMP1996.012.0336,DHT/MISC.DPP/1996-102,TMP,BB065,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,Ornithurae,Palintropus,Palintropus species B,,,Palintropus,Small theropods,IE,TERR,D. Tanke,1996,Femur,ex situ,Hope 2002; Longrich 2009; C. Brown et al. 2013A
TMP1992.053.0003,,TMP,BB075,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,Ornithurae,Palintropus,Palintropus species B,,,Palintropus,Small theropods,IE,TERR,,1992,Coracoid,,Hope 2002; Longrich 2009; C. Brown et al. 2013A
TMP1984.090.0011,,TMP,BB078,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,Ornithurae,Palintropus,Palintropus species B,,Apatornis,Palintropus,Small theropods,IE,TERR,,1984,Coracoid,ex situ,
TMP2005.012.0190,,TMP,IE038,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,Palintropus,Palintropus species B,,,Palintropus,Small theropods,IE,TERR,,2005,Coracoid,,C. Brown et al. 2013A
TMP1989.050.0053,,TMP,Not found,N,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,Palintropus,Palintropus species B,,,Palintropus,Small theropods,IE,TERR,,1989,Sacral vertebra,,
TMP2001.012.0150,DPP.AF.2001.2,TMP,Not found,N,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,Palintropus,Palintropus species A,,,Palintropus,Small theropods,IE,TERR,,2001,Distal femur,ex situ,Longrich 2009
UALVP60414,DPP.2018.240,UALVP,IE099,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Nodosauridae,,Panoplosaurus,Panoplosaurus mirus,,,Panoplosaurus,Ankylosaurs,IE,MEGA,M. Powers; M. Rhodes,2018-06-20,Shoulder spike,,
CMNFV 2759; TMP1981.023.0003,,CMN;TMP,Q008,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Nodosauridae,,Panoplosaurus,Panoplosaurus mirus,Holotype,,Panoplosaurus,Ankylosaurs,SK,MEGA,C. M. Sternberg,1917,Skull & partial skeleton; scutes in TMP include TMP1981.023.0003,in situ,Lambe 1919; Coombs 1978
ROM 1215,,ROM,Q043,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Nodosauridae,,Panoplosaurus,Panoplosaurus mirus,,Edmontonia rugosidens,Panoplosaurus,Ankylosaurs,SK,MEGA,L. Sternberg,1935,Skull and skeleton,in situ,Russell 1940
AMNH 5381,,AMNH,Q101,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Nodosauridae,,Panoplosaurus,Panoplosaurus mirus,,Edmontonia rugosidens,Panoplosaurus,Ankylosaurs,SK,MEGA,B. Brown,1915,Skull & partial skeleton,in situ,
TMP1998.067.0001,,TMP,Q228,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Nodosauridae,,Panoplosaurus,Panoplosaurus mirus,,,Panoplosaurus,Ankylosaurs,SK,MEGA,M. Vickaryous; K. Kucher,1998,Skull; partial skeleton,in situ,
CMNFV 8502,2-1917,CMN,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Parasaurolophus,Parasaurolophus walkeri,,,Parasaurolophus,Hadrosaurids,IE,MEGA,C.M. Sternberg,1917,Incomplete articulated braincase; juvenile,,Evans et al. 2007
ROM 768,,ROM,Q012,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Parasaurolophus,Parasaurolophus walkeri,Holotype,,Parasaurolophus,Hadrosaurids,SK,MEGA,L. Sternberg,1920,Skull & skeleton,in situ,Parks 1922
UALVP300,,UALVP,Q084,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Parasaurolophus,Parasaurolophus walkeri,,,Parasaurolophus,Hadrosaurids,SK,MEGA,G. F. Sternberg,1921,Headless skeleton,in situ,Dodson 1971
TMP1990.036.0155,,TMP,Q134,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Parasaurolophus,,,,Parasaurolophus,Hadrosaurids,SK,MEGA,J. McCabe,1990,Skull in situ prepared from ironstone,in situ,
Q196_cfPwalkeri,,?,Q196,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Parasaurolophus,Parasaurolophus walkeri,,,Parasaurolophus,Hadrosaurids,SK,MEGA,C. H. Sternberg,1916,Disarticulated but associated hadrosaur cf. Parasaurolophus; sunk at sea?,in situ,
TMP1992.053.0021,,TMP,Q206,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Parasaurolophus,Parasaurolophus walkeri,,,Parasaurolophus,Hadrosaurids,SK,MEGA,D. Tanke,1992-1996,Skeleton with skull; juvenile,in situ,
TMP1980.030.0015,,TMP,BB009,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1980,Vertebra,ex situ,Brinkman 2019
TMP1994.012.0847,,TMP,BB009,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1994,Vertebra,ex situ,Brinkman 2019
TMP2012.045.0001,DWHL.2012.P-J1-1,TMP,BB009,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,2012,Vertebra,ex situ,
TMP1984.036.0036,,TMP,BB010,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1984,Vertebra,ex situ,Brinkman 2019
TMP1986.036.0167,,TMP,BB010,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1986,Vertebra,ex situ,Brinkman 2019
TMP1980.031.0011,,TMP,BB014,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1980,Dentary,ex situ,
TMP1980.031.0012,,TMP,BB014,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1980,Quadrate,ex situ,
TMP1980.031.0014,,TMP,BB014,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1980,Vertebra,ex situ,Brinkman 2019
TMP1980.031.0015,,TMP,BB014,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1980,Vertebra,ex situ,Brinkman 2019
TMP2001.012.0105,,TMP,BB014,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,2001,Vertebra,ex situ,Brinkman 2019
TMP1993.036.0558,KDW.93.19,TMP,BB025,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1993,Vertebra,,Brinkman 2019
TMP1981.020.0016,,TMP,BB037,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1981,Vertebra,ex situ,
TMP1982.019.0335,,TMP,BB069,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1982,Vertebra,,Brinkman 2019
TMP1982.019.0033,82.15.4-29,TMP,BB075,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1982,Vertebra,ex situ,Brinkman 2019
TMP1986.128.0014,,TMP,BB095,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1986,Vertebra,ex situ,Brinkman 2019
TMP1979.008.0157,,TMP,BB102,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1979,Vertebra,ex situ,
TMP1981.028.0022,,TMP,BB102,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1981,Vertebra,ex situ,Brinkman 2019
TMP1981.041.0164,,TMP,BB102,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1981,Vertebra,ex situ,Brinkman 2019
TMP1985.044.0011,,TMP,BB102,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1985,Vertebra,ex situ,Brinkman 2019
TMP1985.058.0063,,TMP,BB102,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1985,Vertebra,ex situ,Brinkman 2019
TMP1979.008.0449,,TMP,BB103,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1979,Dentary,ex situ,
TMP1987.048.0045,,TMP,BB115,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1987,Vertebra,in situ,
TMP1987.048.0058,,TMP,BB115,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1987,Vertebra,ex situ,
TMP2006.038.0003,,TMP,BB115,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,2006,Vertebra,ex situ,
TMP2011.060.0001,,TMP,BB115,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,2011,Vertebra,ex situ,
TMP2011.060.0002,,TMP,BB115,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,2011,Vertebra,ex situ,
TMP2006.051.0001,,TMP,BB126,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,2006,Vertebra,ex situ,
TMP2006.051.0001,DCE-2006-02,TMP,BB126,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,D. Evans,2006,Vertebra,,
TMP1997.096.0057,,TMP,BB180,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1997,Vertebra,,
TMP2004.106.0028,,TMP,BB180,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,2004,Vertebra,ex situ,
TMP1992.036.1054,,TMP,Q038,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1992,Vertebra,in situ,
TMP1981.016.0120,,TMP,Q079,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1981,Vertebra,ex situ,
TMP1981.041.0076,,TMP,Q136,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1981,Vertebra,ex situ,
TMP1982.031.0029,,TMP,Q157,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1982,Vertebra,ex situ,Brinkman 2019
TMP1982.031.0032,,TMP,Q157,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1982,Vertebra,ex situ,Brinkman 2019
TMP2006.012.0078,DHT.2006.72,TMP,Q240,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,2006,Vertebra,,
TMP1986.036.0456,,TMP,Not found,N,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,1986,Dentary in situ,,
TMP2005.012.0011,PJC05.70,TMP,Not found,N,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,2005,Skull - incomplete,,
TMP2019.012.0218,DPP.2019.198,TMP,South Sandhill Coulee,N,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,IE,AQUA,,2019,Dentary in situ,,
UAD 121,UAD 121,TMP,U121,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,SK,AQUA,,1998,Vertebrae & fin,,
TMP2019.012.0218,,TMP,V119,Y,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,SK,AQUA,,2019,Complete mandible,in situ,
ROM 26290,,ROM,Not found,N,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,,,,Paratarpon,Fishes,SK,AQUA,,,Complete articulated postcranial skeleton,,Neuman and Brinkman 2005
ROM 26364,,ROM,Not found,N,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,,,,Paratarpon,Fishes,SK,AQUA,,,Complete articulated postcranial skeleton,,Bardack 1970
TMP1998.082.0001,,TMP,Not found,N,Actinopterygii,Teleostei,Elopomorpha,,,,,Paratarpon,Paratarpon apogerontus,,,Paratarpon,Fishes,SK,AQUA,,1998,Skeleton - incomplete,,
TMP1995.127.0023,,TMP,BB097,Y,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorpha,Pediomyidae,,Pediomys,,,,Pediomys,Mammals,IE,TERR,,1995,Dentary,ex situ,
TMP1989.084.0039,,TMP,BB102,Y,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorpha,Pediomyidae,,Pediomys,,,,Pediomys,Mammals,IE,TERR,,1989,Jaw,ex situ,
TMP1963.036.0068,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,IE,AQUA,,1963,Left mandible,,Brinkman 2003
TMP1980.016.0678,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,IE,AQUA,,1980,Braincase,,Brinkman 2003
TMP1982.030.0012,,TMP,BB083 (coordinates missing),N,Sauria,,Testudines,Cryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,IE,AQUA,,1982,Braincase,,Brinkman 2003
TMP1984.067.0034,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,IE,AQUA,,1984,Right mandible,,Brinkman 2003
TMP1985.036.0162 ,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,IE,AQUA,,1985,Partial mandible,,Brinkman 2003
TMP1985.036.0071,,TMP,BB008,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1985,Plastron,,
TMP1999.055.0318,,TMP,BB009,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,Judithemys sukhanovi,Plesiobaena,Turtles,SK,AQUA,,1999,Carapace,,
TMP2019.013.0020,,TMP,BB025,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,Chelydridae,Plesiobaena,Turtles,SK,AQUA,,2019,Plastron – incomplete,,
TMP1998.012.0012,MISC.DPP.98-7,TMP,BB033,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1998,Carapace,in situ,
TMP1998.012.0106,,TMP,BB033,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1998,Carapace,,
TMP1986.078.0004,,TMP,BB047,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1986,Carapace – incomplete,,
TMP1981.024.0008,,TMP,BB048,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1981,Plastron – incomplete,,
TMP2016.012.0126,,TMP,BB050,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,2016,Carapace,ex situ,
TMP1991.036.0052,,TMP,BB054,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1991,Carapace and plastron,,
TMP1981.019.0172,,TMP,BB065,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1981,Carapace – incomplete,ex situ,
TMP1981.019.0170,,TMP,BB065,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1981,Articulated costals,ex situ,
TMP1982.019.0025,,TMP,BB069,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1982,Nearly complete lower jaw,,Brinkman 2003
TMP1982.021.0012,,TMP,BB071,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1982,Isolated carapace,in situ,Brinkman 2003
TMP1988.036.0107,,TMP,BB075,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1988,Hypoplastron,in situ,
TMP1986.036.0003,,TMP,BB081,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1985,Plastron – incomplete,in situ,
TMP1980.016.1088,,TMP,BB102,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1980,Carapace,,Brinkman 2003
TMP1985.058.0045,,TMP,BB102,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1985,Complete carapace and plastron 12 U 455610; 5628810,ex situ,Brinkman 2003
TMP1992.040.0033,,TMP,BB102,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1992,Complete lower jaw,,Brinkman 2003
TMP1993.019.0002,,TMP,BB102,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1993,Partial skull,,Brinkman 2003
TMP1994.012.0273,KLC-1/19940730,TMP,BB102,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1994,Partial skull,,Brinkman 2003
TMP1995.012.0122,KMK/DPP/95-1,TMP,BB102,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,K. Kucher,1995,Complete lower jaw,,Brinkman 2003
TMP1986.185.0001,,TMP,BB104,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1986,Complete left dentary,,Brinkman 2003
TMP1987.048.0074,,TMP,BB112,Y,Sauria,,Testudines,Paracryptodira,Baenoidea,Baenidae,,Plesiobaena,Plesiobaena antiqua,,,Plesiobaena,Turtles,SK,AQUA,,1987,Partial skull,ex situ,Brinkman 2003
